【84V10】高等学校学習指導要領（平成30年告示及び一部改正）コード表　Ver 1.0,,,
教科等,No,学習指導要領テキスト,学習指導要領コード
理科,1999,"ウ　内容の(3)のアの(ｱ)の㋐の「大気の組成」については，大気中の水分も扱うこと。「地球全体の熱収支」については，地表や大気圏などに分けて扱うこと。㋑の「大循環」による現象については，偏西風波動と地上の高気圧や低気圧との関係も扱うこと。「対流」による現象については，大気の安定と不安定にも触れること。「日本や世界の気象の特徴」については，人工衛星などから得られる情報も活用し，大気の大循環と関連させて扱うこと。また，気象災害にも触れること。
(ｲ)の㋑の「海水の運動と循環」については，波浪と潮汐(せき)も扱うこと。また，高潮災害にも触れること。「海洋と大気の相互作用」については，地球上の水の分布と循環にも触れること。",8469505230000000
理科,2000,"エ　内容の(4)のアの(ｱ)の㋐の「自転」については，フーコーの振り子を扱うこと。「公転」については，年周視差と年周光行差を扱うこと。また，時刻と太陽暦にも触れること。㋑の「太陽系天体の特徴」については，観測や探査機などによる研究成果を踏まえて特徴を扱うこと。「惑星の運動」については，視運動及びケプラーの法則を扱うこと。また，その発見過程にも触れること。㋒の「太陽表面の現象」については，スペクトルも扱うこと。「太陽の活動」については，太陽の活動周期と地球への影響も扱うこと。太陽の内部構造にも触れること。
(ｲ)の㋐の恒星の「性質」については，距離，絶対等級，半径，表面温度，スペクトル型及び質量を扱うこと。恒星の「進化」については，HR図を扱い，質量により恒星の進化の速さ，恒星の終末及び生成元素が異なることも扱うこと。㋑の「銀河系の構成天体とその分布」については，恒星の進化と関連付けて扱うこと。また，銀河系の回転運動にも触れること。
(ｳ)の㋐の「様々な銀河の存在」については，銀河までの距離の求め方も扱うこと。「銀河の分布」については，宇宙の大規模構造を扱うこと。㋑の「現代の宇宙像」については，ビッグバンの証拠を扱うこと。ハッブルの法則も扱うこと。",8469505240000000
理科,2001,第３款　各科目にわたる指導計画の作成と内容の取扱い,8469300000000000
理科,2002,１　指導計画の作成に当たっては，次の事項に配慮するものとする。,8469300100000000
理科,2003,(1) 単元など内容や時間のまとまりを見通して，その中で育む資質・能力の育成に向けて，生徒の主体的・対話的で深い学びの実現を図るようにすること。その際，理科の学習過程の特質を踏まえ，理科の見方・考え方を働かせ，見通しをもって観察，実験を行うことなどの科学的に探究する学習活動の充実を図ること。,8469300110000000
理科,2004,(2) 「物理」，「化学」，「生物」及び「地学」の各科目については，原則として，それぞれに対応する基礎を付した科目を履修した後に履修させること。,8469300120000000
理科,2005,(3) 各科目を履修させるに当たっては，当該科目や理科に属する他の科目の履修内容を踏まえ，相互の連携を一層充実させるとともに，他教科等の目標や学習の内容の関連に留意し，連携を図ること。,8469300130000000
理科,2006,(4) 障害のある生徒などについては，学習活動を行う場合に生じる困難さに応じた指導内容や指導方法の工夫を計画的，組織的に行うこと。,8469300140000000
理科,2007,２　内容の取扱いに当たっては，次の事項に配慮するものとする。,8469300200000000
理科,2008,(1) 各科目の指導に当たっては，問題を見いだし観察，実験などを計画する学習活動，観察，実験などの結果を分析し解釈する学習活動，科学的な概念を使用して考えたり説明したりする学習活動などが充実するようにすること。,8469300210000000
