【83V11】中学校学習指導要領（平成29年告示）コード表　Ver 1.1,,,
教科等,No,学習指導要領テキスト,学習指導要領コード
国語,153,〔第２学年〕,8310220000000000
国語,154,１　目標,8310222000000000
国語,155,(1) 社会生活に必要な国語の知識や技能を身に付けるとともに，我が国の言語文化に親しんだり理解したりすることができるようにする。,8310222100000000
国語,156,(2) 論理的に考える力や共感したり想像したりする力を養い，社会生活における人との関わりの中で伝え合う力を高め，自分の思いや考えを広げたり深めたりすることができるようにする。,8310222200000000
国語,157,(3) 言葉がもつ価値を認識するとともに，読書を生活に役立て，我が国の言語文化を大切にして，思いや考えを伝え合おうとする態度を養う。,8310222300000000
国語,158,２　内容,8310223000000000
国語,159,〔知識及び技能〕,8310223100000000
国語,160,(1) 言葉の特徴や使い方に関する次の事項を身に付けることができるよう指導する。,8310223110000000
国語,161,ア　言葉には，相手の行動を促す働きがあることに気付くこと。,8310223111000000
国語,162,イ　話し言葉と書き言葉の特徴について理解すること。,8310223112000000
国語,163,ウ　第１学年までに学習した常用漢字に加え，その他の常用漢字のうち350字程度から450字程度までの漢字を読むこと。また，学年別漢字配当表に示されている漢字を書き，文や文章の中で使うこと。,8310223113000000
国語,164,エ　抽象的な概念を表す語句の量を増すとともに，類義語と対義語，同音異義語や多義的な意味を表す語句などについて理解し，話や文章の中で使うことを通して，語感を磨き語彙を豊かにすること。,8310223114000000
国語,165,オ　単語の活用，助詞や助動詞などの働き，文の成分の順序や照応など文の構成について理解するとともに，話や文章の構成や展開について理解を深めること。　,8310223115000000
国語,166,カ　敬語の働きについて理解し，話や文章の中で使うこと。,8310223116000000
国語,167,(2) 話や文章に含まれている情報の扱い方に関する次の事項を身に付けることができるよう指導する。,8310223120000000
国語,168,ア　意見と根拠，具体と抽象など情報と情報との関係について理解すること。,8310223121000000
国語,169,イ　情報と情報との関係の様々な表し方を理解し使うこと。　,8310223122000000
国語,170,(3) 我が国の言語文化に関する次の事項を身に付けることができるよう指導する。,8310223130000000
国語,171,ア　作品の特徴を生かして朗読するなどして，古典の世界に親しむこと。,8310223131000000
国語,172,イ　現代語訳や語注などを手掛かりに作品を読むことを通して，古典に表れたものの見方や考え方を知ること。,8310223132000000
